2025-11-09 01:39:09,3.52,3.49,1.01
2025-11-09 02:03:59,4.12,4.06,1.02
2025-11-09 02:06:43,4.12,3.85,1.07
2025-11-20 03:52:53,4.13,3.43,1.20
2025-11-20 22:23:50,4.53,3.55,1.28
2025-11-20 22:30:30,3.45,3.39,1.02
2025-11-21 00:31:40,3.42,3.25,1.05
2025-11-21 00:39:06,3.21,3.21,1.00
2025-11-21 02:08:34,3.57,3.51,1.02
2025-11-21 03:34:09,5.01,4.00,1.25
